filename;year;month;day;hour;minute;lng;lat;alt;camera;width;height;frames;fps;time;mean_brightness;class
M20251013_042437_MasLaRoca_W;2025.0;24.0;13.0;4.0;24.0;2.31;41.93;570.0;W;720.0;576.0;2547.0;25.0;99.48;128.70214455917397;
M20251013_034517_MasLaRoca_W;2025.0;45.0;13.0;3.0;45.0;2.31;41.93;570.0;W;720.0;576.0;129.0;25.0;2.32;89.21115537848605;
M20251013_040946_MasLaRoca_W;2025.0;9.0;13.0;4.0;9.0;2.31;41.93;570.0;W;720.0;576.0;148.0;25.0;3.48;68.6;
M20251011_042253_MasLaRoca_W;2025.0;22.0;11.0;4.0;22.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;56.5;
M20251011_042411_MasLaRoca_W;2025.0;24.0;11.0;4.0;24.0;2.31;41.93;570.0;W;720.0;576.0;119.0;25.0;2.32;49.0;
M20251011_044914_MasLaRoca_W;2025.0;49.0;11.0;4.0;49.0;2.31;41.93;570.0;W;720.0;576.0;64.0;25.0;0.12;49.0;
M20251010_192855_MasLaRoca_W;2025.0;28.0;10.0;19.0;28.0;2.31;41.93;570.0;W;720.0;576.0;235.0;25.0;6.96;59.0;
M20251010_201638_MasLaRoca_W;2025.0;16.0;10.0;20.0;16.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;41.5;
M20251010_211316_MasLaRoca_W;2025.0;13.0;10.0;21.0;13.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;70.5;
M20251010_230958_MasLaRoca_W;2025.0;9.0;10.0;23.0;9.0;2.31;41.93;570.0;W;720.0;576.0;103.0;25.0;1.68;61.25;
M20251010_233359_MasLaRoca_W;2025.0;33.0;10.0;23.0;33.0;2.31;41.93;570.0;W;720.0;576.0;74.0;25.0;0.52;98.33333333333331;
M20251011_001049_MasLaRoca_W;2025.0;10.0;11.0;0.0;10.0;2.31;41.93;570.0;W;720.0;576.0;80.0;25.0;0.76;63.0;
M20251011_001127_MasLaRoca_W;2025.0;11.0;11.0;0.0;11.0;2.31;41.93;570.0;W;720.0;576.0;79.0;25.0;0.72;76.0;
M20251011_031703_MasLaRoca_W;2025.0;17.0;11.0;3.0;17.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;85.0;
M20251009_215249_MasLaRoca_W;2025.0;52.0;9.0;21.0;52.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.08;64.16216216216216;
M20251009_220702_MasLaRoca_W;2025.0;7.0;9.0;22.0;7.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;61.0;
M20251009_181640_MasLaRoca_W;2025.0;16.0;9.0;18.0;16.0;2.31;41.93;570.0;W;720.0;576.0;74.0;25.0;0.56;83.26732673267327;
M20251009_182214_MasLaRoca_W;2025.0;22.0;9.0;18.0;22.0;2.31;41.93;570.0;W;720.0;576.0;65.0;25.0;0.16;96.0;
M20251009_235204_MasLaRoca_W;2025.0;52.0;9.0;23.0;52.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;44.5;
M20251009_235305_MasLaRoca_W;2025.0;53.0;9.0;23.0;53.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;47.0;
M20251009_184852_MasLaRoca_W;2025.0;48.0;9.0;18.0;48.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;54.0;
M20251009_203132_MasLaRoca_W;2025.0;31.0;9.0;20.0;31.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;51.0;
M20251009_203527_MasLaRoca_W;2025.0;35.0;9.0;20.0;35.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;89.0;
M20251009_203854_MasLaRoca_W;2025.0;38.0;9.0;20.0;38.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;54.0;
M20251009_205521_MasLaRoca_W;2025.0;55.0;9.0;20.0;55.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;45.0;
M20251009_205833_MasLaRoca_W;2025.0;58.0;9.0;20.0;58.0;2.31;41.93;570.0;W;720.0;576.0;68.0;25.0;0.32;172.5;
M20251009_210147_MasLaRoca_W;2025.0;1.0;9.0;21.0;1.0;2.31;41.93;570.0;W;720.0;576.0;74.0;25.0;0.56;64.36363636363636;
M20251009_213321_MasLaRoca_W;2025.0;33.0;9.0;21.0;33.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.08;49.18181818181818;
M20251010_002747_MasLaRoca_W;2025.0;27.0;10.0;0.0;27.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;44.142857142857146;
M20251010_003253_MasLaRoca_W;2025.0;32.0;10.0;0.0;32.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;46.0;
M20251011_191438_MasLaRoca_W;2025.0;14.0;11.0;19.0;14.0;2.31;41.93;570.0;W;720.0;576.0;133.0;25.0;2.88;57.25;
M20251011_194649_MasLaRoca_W;2025.0;46.0;11.0;19.0;46.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;138.5;
M20251012_001406_MasLaRoca_W;2025.0;14.0;12.0;0.0;14.0;2.31;41.93;570.0;W;720.0;576.0;105.0;25.0;1.8;58.1;
M20251012_003733_MasLaRoca_W;2025.0;37.0;12.0;0.0;37.0;2.31;41.93;570.0;W;720.0;576.0;64.0;25.0;0.12;153.25;
M20251012_031647_MasLaRoca_W;2025.0;16.0;12.0;3.0;16.0;2.31;41.93;570.0;W;720.0;576.0;72.0;25.0;0.44;91.16666666666669;
M20251011_201320_MasLaRoca_W;2025.0;13.0;11.0;20.0;13.0;2.31;41.93;570.0;W;720.0;576.0;68.0;25.0;0.28;52.5;
M20251011_202148_MasLaRoca_W;2025.0;21.0;11.0;20.0;21.0;2.31;41.93;570.0;W;720.0;576.0;67.0;25.0;0.28;56.66666666666666;
M20251012_042938_MasLaRoca_W;2025.0;29.0;12.0;4.0;29.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;49.5;
M20251012_044242_MasLaRoca_W;2025.0;42.0;12.0;4.0;42.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;45.333333333333336;
M20251012_044657_MasLaRoca_W;2025.0;46.0;12.0;4.0;46.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;83.5;
M20251012_045201_MasLaRoca_W;2025.0;52.0;12.0;4.0;52.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;145.33333333333334;
M20251012_045232_MasLaRoca_W;2025.0;52.0;12.0;4.0;52.0;2.31;41.93;570.0;W;720.0;576.0;115.0;25.0;2.16;145.33333333333334;
M20251011_211100_MasLaRoca_W;2025.0;11.0;11.0;21.0;11.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;68.0;
M20251011_220512_MasLaRoca_W;2025.0;5.0;11.0;22.0;5.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;51.0;
M20251011_222105_MasLaRoca_W;2025.0;21.0;11.0;22.0;21.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.08;92.04;
M20251011_231001_MasLaRoca_W;2025.0;10.0;11.0;23.0;10.0;2.31;41.93;570.0;W;720.0;576.0;63.0;25.0;0.12;194.5151515151515;
M20251011_231405_MasLaRoca_W;2025.0;14.0;11.0;23.0;14.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;48.2;
M20251013_173008_MasLaRoca_W;2025.0;30.0;13.0;17.0;30.0;2.31;41.93;570.0;W;720.0;576.0;98.0;25.0;1.52;24.375;
M20251013_174711_MasLaRoca_W;2025.0;47.0;13.0;17.0;47.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;24.5;
M20251013_230453_MasLaRoca_W;2025.0;4.0;13.0;23.0;4.0;2.31;41.93;570.0;W;720.0;576.0;99.0;25.0;1.52;45.66666666666666;
M20251014_022536_MasLaRoca_W;2025.0;25.0;14.0;2.0;25.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;59.5;
M20251013_181435_MasLaRoca_W;2025.0;14.0;13.0;18.0;14.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;31.5;
M20251013_183743_MasLaRoca_W;2025.0;37.0;13.0;18.0;37.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;37.5;
M20251013_184331_MasLaRoca_W;2025.0;43.0;13.0;18.0;43.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;37.5;
M20251013_184616_MasLaRoca_W;2025.0;46.0;13.0;18.0;46.0;2.31;41.93;570.0;W;720.0;576.0;70.0;25.0;0.36;46.0;
M20251013_184735_MasLaRoca_W;2025.0;47.0;13.0;18.0;47.0;2.31;41.93;570.0;W;720.0;576.0;107.0;25.0;1.84;46.0;
M20251013_200555_MasLaRoca_W;2025.0;5.0;13.0;20.0;5.0;2.31;41.93;570.0;W;720.0;576.0;72.0;25.0;0.44;52.333333333333336;
M20251013_202907_MasLaRoca_W;2025.0;29.0;13.0;20.0;29.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.08;57.57142857142857;
M20251013_204745_MasLaRoca_W;2025.0;47.0;13.0;20.0;47.0;2.31;41.93;570.0;W;720.0;576.0;113.0;25.0;2.08;62.2;
M20251013_212145_MasLaRoca_W;2025.0;21.0;13.0;21.0;21.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.08;49.66666666666666;
M20251013_213541_MasLaRoca_W;2025.0;35.0;13.0;21.0;35.0;2.31;41.93;570.0;W;720.0;576.0;68.0;25.0;0.32;64.14285714285714;
M20251013_215346_MasLaRoca_W;2025.0;53.0;13.0;21.0;53.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;61.0;
M20251013_222328_MasLaRoca_W;2025.0;23.0;13.0;22.0;23.0;2.31;41.93;570.0;W;720.0;576.0;72.0;25.0;0.48;57.25;
M20251015_175456_MasLaRoca_W;2025.0;54.0;15.0;17.0;54.0;2.31;41.93;570.0;W;720.0;576.0;118.0;25.0;2.32;182.0074074074074;
M20251015_184607_MasLaRoca_W;2025.0;46.0;15.0;18.0;46.0;2.31;41.93;570.0;W;720.0;576.0;85.0;25.0;1.0;129.81159420289856;
M20251015_175546_MasLaRoca_W;2025.0;55.0;15.0;17.0;55.0;2.31;41.93;570.0;W;720.0;576.0;64.0;25.0;0.12;44.333333333333336;
M20251015_171333_MasLaRoca_W;2025.0;13.0;15.0;17.0;13.0;2.31;41.93;570.0;W;720.0;576.0;123.0;25.0;2.48;22.0;
M20251015_184953_MasLaRoca_W;2025.0;49.0;15.0;18.0;49.0;2.31;41.93;570.0;W;720.0;576.0;67.0;25.0;0.28;103.75862068965516;
M20251015_171614_MasLaRoca_W;2025.0;16.0;15.0;17.0;16.0;2.31;41.93;570.0;W;720.0;576.0;74.0;25.0;0.4;85.80898876404494;
M20251015_210353_MasLaRoca_W;2025.0;3.0;15.0;21.0;3.0;2.31;41.93;570.0;W;720.0;576.0;105.0;25.0;1.76;74.75;
M20251015_171747_MasLaRoca_W;2025.0;17.0;15.0;17.0;17.0;2.31;41.93;570.0;W;720.0;576.0;76.0;25.0;0.64;63.7;
M20251015_180826_MasLaRoca_W;2025.0;8.0;15.0;18.0;8.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.08;63.77777777777778;
M20251015_213202_MasLaRoca_W;2025.0;32.0;15.0;21.0;32.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;68.5;
M20251015_185450_MasLaRoca_W;2025.0;54.0;15.0;18.0;54.0;2.31;41.93;570.0;W;720.0;576.0;76.0;25.0;0.64;159.08510638297872;
M20251015_172006_MasLaRoca_W;2025.0;20.0;15.0;17.0;20.0;2.31;41.93;570.0;W;720.0;576.0;98.0;25.0;0.4;97.97;
M20251015_181518_MasLaRoca_W;2025.0;15.0;15.0;18.0;15.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;88.0;
M20251015_181731_MasLaRoca_W;2025.0;17.0;15.0;18.0;17.0;2.31;41.93;570.0;W;720.0;576.0;76.0;25.0;0.6;129.78787878787878;
M20251015_172530_MasLaRoca_W;2025.0;25.0;15.0;17.0;25.0;2.31;41.93;570.0;W;720.0;576.0;78.0;25.0;0.44;144.8;
M20251015_172706_MasLaRoca_W;2025.0;27.0;15.0;17.0;27.0;2.31;41.93;570.0;W;720.0;576.0;73.0;25.0;0.52;114.11111111111111;
M20251015_185910_MasLaRoca_W;2025.0;59.0;15.0;18.0;59.0;2.31;41.93;570.0;W;720.0;576.0;74.0;25.0;0.56;97.01075268817203;
M20251015_183529_MasLaRoca_W;2025.0;35.0;15.0;18.0;35.0;2.31;41.93;570.0;W;720.0;576.0;69.0;25.0;0.36;166.4264705882353;
M20251015_173313_MasLaRoca_W;2025.0;33.0;15.0;17.0;33.0;2.31;41.93;570.0;W;720.0;576.0;73.0;25.0;0.24;114.81666666666666;
M20251015_183733_MasLaRoca_W;2025.0;37.0;15.0;18.0;37.0;2.31;41.93;570.0;W;720.0;576.0;67.0;25.0;0.2;155.7735849056604;
M20251015_183824_MasLaRoca_W;2025.0;38.0;15.0;18.0;38.0;2.31;41.93;570.0;W;720.0;576.0;71.0;25.0;0.44;140.94623655913978;
M20251015_183909_MasLaRoca_W;2025.0;39.0;15.0;18.0;39.0;2.31;41.93;570.0;W;720.0;576.0;80.0;25.0;0.8;125.75714285714284;
M20251015_184019_MasLaRoca_W;2025.0;40.0;15.0;18.0;40.0;2.31;41.93;570.0;W;720.0;576.0;67.0;25.0;0.28;77.58620689655173;
M20251015_184045_MasLaRoca_W;2025.0;40.0;15.0;18.0;40.0;2.31;41.93;570.0;W;720.0;576.0;73.0;25.0;0.52;137.55844155844156;
M20251015_190931_MasLaRoca_W;2025.0;9.0;15.0;19.0;9.0;2.31;41.93;570.0;W;720.0;576.0;76.0;25.0;0.52;159.67424242424244;
M20251015_184118_MasLaRoca_W;2025.0;41.0;15.0;18.0;41.0;2.31;41.93;570.0;W;720.0;576.0;74.0;25.0;0.56;140.07926829268294;
M20251015_184144_MasLaRoca_W;2025.0;41.0;15.0;18.0;41.0;2.31;41.93;570.0;W;720.0;576.0;66.0;25.0;0.24;156.2051282051282;
M20251015_184331_MasLaRoca_W;2025.0;43.0;15.0;18.0;43.0;2.31;41.93;570.0;W;720.0;576.0;73.0;25.0;0.52;125.98639455782312;
M20251015_192421_MasLaRoca_W;2025.0;24.0;15.0;19.0;24.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;113.33333333333331;
M20251014_211117_MasLaRoca_W;2025.0;11.0;14.0;21.0;11.0;2.31;41.93;570.0;W;720.0;576.0;68.0;25.0;0.32;107.96153846153848;
M20251014_173452_MasLaRoca_W;2025.0;34.0;14.0;17.0;34.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.08;38.5;
M20251014_212038_MasLaRoca_W;2025.0;20.0;14.0;21.0;20.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;52.0;
M20251014_190725_MasLaRoca_W;2025.0;7.0;14.0;19.0;7.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;67.5;
M20251014_214245_MasLaRoca_W;2025.0;42.0;14.0;21.0;42.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;55.0;
M20251014_215814_MasLaRoca_W;2025.0;58.0;14.0;21.0;58.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;86.0;
M20251014_223750_MasLaRoca_W;2025.0;37.0;14.0;22.0;37.0;2.31;41.93;570.0;W;720.0;576.0;65.0;25.0;0.2;63.58064516129032;
M20251014_203837_MasLaRoca_W;2025.0;38.0;14.0;20.0;38.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;71.0;
M20251014_204039_MasLaRoca_W;2025.0;40.0;14.0;20.0;40.0;2.31;41.93;570.0;W;720.0;576.0;71.0;25.0;0.44;53.0;
M20251014_231213_MasLaRoca_W;2025.0;12.0;14.0;23.0;12.0;2.31;41.93;570.0;W;720.0;576.0;117.0;25.0;2.24;101.44444444444444;
M20251014_205037_MasLaRoca_W;2025.0;50.0;14.0;20.0;50.0;2.31;41.93;570.0;W;720.0;576.0;97.0;25.0;1.48;69.78378378378379;
M20251015_035409_MasLaRoca_W;2025.0;54.0;15.0;3.0;54.0;2.31;41.93;570.0;W;720.0;576.0;69.0;25.0;0.32;70.11111111111111;
M20251014_205501_MasLaRoca_W;2025.0;55.0;14.0;20.0;55.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;62.0;
M20251014_210842_MasLaRoca_W;2025.0;8.0;14.0;21.0;8.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;54.5;
M20251005_184159_MasLaRoca_W;2025.0;41.0;5.0;18.0;41.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;68.5;
M20251005_184657_MasLaRoca_W;2025.0;46.0;5.0;18.0;46.0;2.31;41.93;570.0;W;720.0;576.0;144.0;25.0;3.36;76.69565217391305;
M20251005_194407_MasLaRoca_W;2025.0;44.0;5.0;19.0;44.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;71.5;
M20251005_195409_MasLaRoca_W;2025.0;54.0;5.0;19.0;54.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;124.0;
M20251005_220824_MasLaRoca_W;2025.0;8.0;5.0;22.0;8.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;81.0;
M20251005_224940_MasLaRoca_W;2025.0;49.0;5.0;22.0;49.0;2.31;41.93;570.0;W;720.0;576.0;171.0;25.0;4.0;52.6;
M20251005_233128_MasLaRoca_W;2025.0;31.0;5.0;23.0;31.0;2.31;41.93;570.0;W;720.0;576.0;65.0;25.0;0.16;66.2;
M20251006_023644_MasLaRoca_W;2025.0;36.0;6.0;2.0;36.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;40.0;
M20251006_044406_MasLaRoca_W;2025.0;44.0;6.0;4.0;44.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;142.5;
M20251007_184447_MasLaRoca_W;2025.0;44.0;7.0;18.0;44.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;84.0;
M20251007_190309_MasLaRoca_W;2025.0;3.0;7.0;19.0;3.0;2.31;41.93;570.0;W;720.0;576.0;103.0;25.0;0.04;107.0;
M20251007_190620_MasLaRoca_W;2025.0;6.0;7.0;19.0;6.0;2.31;41.93;570.0;W;720.0;576.0;132.0;25.0;2.84;92.14285714285714;
M20251007_210219_MasLaRoca_W;2025.0;2.0;7.0;21.0;2.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;67.0;
M20251007_221638_MasLaRoca_W;2025.0;16.0;7.0;22.0;16.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;57.5;
M20251006_175737_MasLaRoca_W;2025.0;57.0;6.0;17.0;57.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;40.0;
M20251007_014950_MasLaRoca_W;2025.0;49.0;7.0;1.0;49.0;2.31;41.93;570.0;W;720.0;576.0;65.0;25.0;0.16;98.14285714285714;
M20251004_213340_MasLaRoca_W;2025.0;33.0;4.0;21.0;33.0;2.31;41.93;570.0;W;720.0;576.0;61.0;25.0;0.04;100.0;
M20251004_173045_MasLaRoca_W;2025.0;30.0;4.0;17.0;30.0;2.31;41.93;570.0;W;720.0;576.0;118.0;25.0;2.28;37.55555555555556;
M20251004_173107_MasLaRoca_W;2025.0;31.0;4.0;17.0;31.0;2.31;41.93;570.0;W;720.0;576.0;217.0;25.0;6.24;39.125;
M20251004_174326_MasLaRoca_W;2025.0;43.0;4.0;17.0;43.0;2.31;41.93;570.0;W;720.0;576.0;135.0;25.0;2.96;39.2;
M20251004_180130_MasLaRoca_W;2025.0;1.0;4.0;18.0;1.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;34.0;
M20251004_180938_MasLaRoca_W;2025.0;9.0;4.0;18.0;9.0;2.31;41.93;570.0;W;720.0;576.0;100.0;25.0;1.6;101.6842105263158;
M20251005_020218_MasLaRoca_W;2025.0;2.0;5.0;2.0;2.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;59.0;
M20251005_043417_MasLaRoca_W;2025.0;34.0;5.0;4.0;34.0;2.31;41.93;570.0;W;720.0;576.0;298.0;25.0;8.24;118.63636363636364;
M20251005_051007_MasLaRoca_W;2025.0;10.0;5.0;5.0;10.0;2.31;41.93;570.0;W;720.0;576.0;67.0;25.0;0.24;81.875;
M20251008_194004_MasLaRoca_W;2025.0;40.0;8.0;19.0;40.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;88.0;
M20251009_013419_MasLaRoca_W;2025.0;34.0;9.0;1.0;34.0;2.31;41.93;570.0;W;720.0;576.0;127.0;25.0;2.68;55.52403846153846;
M20251013_041301_MasLaRoca_W;2025.0;13.0;13.0;4.0;13.0;2.31;41.93;570.0;W;720.0;576.0;188.0;25.0;5.08;63.58536585365854;
M20251012_235129_MasLaRoca_W;2025.0;51.0;12.0;23.0;51.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;121.0;
M20251013_041830_MasLaRoca_W;2025.0;18.0;13.0;4.0;18.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;69.9;
M20251013_034422_MasLaRoca_W;2025.0;44.0;13.0;3.0;44.0;2.31;41.93;570.0;W;720.0;576.0;230.0;25.0;6.76;59.0;
M20251013_035605_MasLaRoca_W;2025.0;56.0;13.0;3.0;56.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;89.5;
M20251011_044658_MasLaRoca_W;2025.0;46.0;11.0;4.0;46.0;2.31;41.93;570.0;W;720.0;576.0;65.0;25.0;0.16;121.6;
M20251011_044738_MasLaRoca_W;2025.0;47.0;11.0;4.0;47.0;2.31;41.93;570.0;W;720.0;576.0;68.0;25.0;0.28;123.625;
M20251010_184654_MasLaRoca_W;2025.0;46.0;10.0;18.0;46.0;2.31;41.93;570.0;W;720.0;576.0;97.0;25.0;1.44;122.0;
M20251010_190026_MasLaRoca_W;2025.0;0.0;10.0;19.0;0.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;95.0;
M20251010_202611_MasLaRoca_W;2025.0;26.0;10.0;20.0;26.0;2.31;41.93;570.0;W;720.0;576.0;64.0;25.0;0.12;74.66666666666667;
M20251010_214110_MasLaRoca_W;2025.0;41.0;10.0;21.0;41.0;2.31;41.93;570.0;W;720.0;576.0;62.0;25.0;0.04;120.0;
